355	19	97	145	12.3	967	871	28	
298	0	107	210	11	880	744	28	
133	210	0	196	3	949	795	28	
261	100	78	201	9	864	761	28	
250	0	95.7	191.8	5.3	948.9	857.2	56	
525	0	0	189	0	1125	613	180	
400	0	0	187	0	1025	745	7	
425	106.3	0	153.5	16.5	852.1	887.1	3	
313	145	0	127	8	1000	822	28	
122.6	183.9	0	203.5	0	958.2	800.1	28	
159	209	161	201	7	848	669	28	
135	0	166	180	10	961	805	28	
181.4	0	167	169.6	7.6	1055.6	777.8	28	
287	121	94	188	9	904	696	28	
350	0	0	203	0	974	775	28	
313	145	0	178	8	867	824	28	
250	0	95.7	191.8	5.3	948.9	857.2	3	
332.5	142.5	0	228	0	932	594	180	
337.9	189	0	174.9	9.5	944.7	755.8	7	
522	0	0	146	0	896	896	28	
425	106.3	0	153.5	16.5	852.1	887.1	3	
313.3	262.2	0	175.5	8.6	1046.9	611.8	91	
250	0	95.7	187.4	5.5	956.9	861.2	3	
190.3	0	125.2	166.6	9.9	1079	798.9	14	
275.1	0	121.4	159.5	9.9	1053.6	777.5	14	
172.4	13.6	172.4	156.8	4.1	1006.3	856.4	56	
236	0	0	194	0	968	885	28	
385	0	0	186	0	966	763	28	
475	0	0	228	0	932	594	7	
166.1	0	163.3	176.5	4.5	1058.6	780.1	28	
382.5	0	0	185.7	0	1047.8	739.3	7	
214.9	53.8	121.9	155.6	9.6	1014.3	780.6	14	
359	19	141	154	10.9	942	801	7	
277.1	0	97.4	160.6	11.8	973.9	875.6	100	
186.2	124.1	0	185.7	0	1083.4	764.3	28	
298.1	0	107	186.4	6.1	879	815.2	28	
139.7	163.9	127.7	236.7	5.8	868.6	655.6	28	
200	0	0	180	0	1125	845	7	
237.5	237.5	0	228	0	932	594	365	
213.5	0	174.2	154.6	11.7	1052.3	775.5	56	
139.6	209.4	0	192	0	1047	806.9	360	
397	0	0	185.7	0	1040.6	734.3	28	
304	140	0	214	6	895	722	28	
446	24	79	162	11.6	967	712	7	
339	0	0	197	0	968	781	90	
375	93.8	0	126.6	23.4	852.1	992.6	28	
286.3	200.9	0	144.7	11.2	1004.6	803.7	7	
140	164	128	237	6	869	656	28	
350	0	0	186	0	1050	770	28	
339	0	0	197	0	968	781	28	
382	0	0	186	0	1047	739	28	
212.6	0	100.4	159.4	10.4	1003.8	903.8	56	
313.3	262.2	0	175.5	8.6	1046.9	611.8	3	
150.7	0	185.3	166.7	15.6	1074.5	678	28	
379.5	151.2	0	153.9	15.9	1134.3	605	56	
296	0	0	192	0	1085	765	7	
388.6	97.1	0	157.9	12.1	852.1	925.7	28	
318	0	126	210	6	861	737	28	
164	0	200	181	13	849	846	28	
339	0	0	185	0	1060	754	28	
190.3	0	125.2	161.9	9.9	1088.1	802.6	28	
212.1	0	121.6	180.3	5.7	1057.6	779.3	28	
362.6	189	0	164.9	11.6	944.7	755.8	91	
153	102	0	192	0	888	943.1	3	
337.9	189	0	174.9	9.5	944.7	755.8	3	
212.1	0	121.6	180.3	5.7	1057.6	779.3	56	
212	141.3	0	203.5	0	973.4	750	90	
213.8	98.1	24.5	181.7	6.7	1066	785.5	14	
321	0	128	182	11	870	780	28	
500	0	0	200	0	1125	613	14	
295	0	0	185	0	1069	769	7	
380	0	0	228	0	932	670	180	
